ID,X,Y
0,538781.0,631422.0
0,538782.0,631421.0
0,538782.0,631422.0
0,538783.0,631421.0
0,538783.0,631422.0
0,538784.0,631421.0
0,538784.0,631422.0
0,538785.0,631421.0
0,538785.0,631422.0
0,538786.0,631421.0
0,538786.0,631422.0
0,538787.0,631421.0
0,538787.0,631422.0
0,538788.0,631421.0
0,538788.0,631422.0
0,538789.0,631421.0
0,538789.0,631422.0
0,538790.0,631421.0
0,538790.0,631422.0
0,538791.0,631421.0
0,538791.0,631422.0
0,538792.0,631421.0
0,538792.0,631422.0
0,538793.0,631422.0
0,538793.0,631423.0
0,538794.0,631422.0
0,538794.0,631423.0
0,538795.0,631422.0
0,538795.0,631423.0
0,538796.0,631422.0
0,538796.0,631423.0
0,538797.0,631422.0
0,538797.0,631423.0
0,538798.0,631422.0
0,538798.0,631423.0
0,538799.0,631422.0
0,538799.0,631423.0
0,538800.0,631422.0
0,538800.0,631423.0
0,538801.0,631422.0
0,538801.0,631423.0
0,538802.0,631422.0
0,538802.0,631423.0
0,538803.0,631422.0
0,538803.0,631423.0
0,538804.0,631422.0
0,538804.0,631423.0
0,538805.0,631422.0
0,538805.0,631423.0
0,538806.0,631422.0
0,538806.0,631423.0
0,538807.0,631422.0
0,538807.0,631423.0
0,538808.0,631422.0
0,538808.0,631423.0
0,538809.0,631422.0
0,538809.0,631423.0
0,538810.0,631422.0
0,538810.0,631423.0
0,538811.0,631422.0
0,538811.0,631423.0
0,538812.0,631422.0
0,538812.0,631423.0
0,538813.0,631422.0
0,538813.0,631423.0
0,538814.0,631422.0
0,538814.0,631423.0
0,538815.0,631422.0
0,538815.0,631423.0
0,538816.0,631422.0
0,538816.0,631423.0
0,538817.0,631422.0
0,538817.0,631423.0
0,538818.0,631422.0
0,538818.0,631423.0
0,538819.0,631422.0
0,538819.0,631423.0
0,538820.0,631422.0
0,538820.0,631423.0
0,538821.0,631422.0
0,538821.0,631423.0
0,538822.0,631422.0
