51	17.0	30.0	7.0	1	15.0	11	0.0	219.0
52	18.0	13.0	5.0	1	0.0	14	0.0	235.0
53	20.0	14.0	5.0	1	0.0	15	0.0	218.0
54	39.0	11.0	5.0	1	0.0	30	32.0	235.0
55	81.0	23.0	21.0	1	0.0	24	31.0	250.0
56	39.0	156.0	29.0	1	15.0	26	94.0	328.0
57	382.0	316.0	345.0	5	187.0	1098	1547.0	1984.0
58	3.0	35.0	5.0	1	0.0	6	16.0	219.0
59	85.0	328.0	72.0	1	15.0	161	844.0	1094.0
60	53.0	13.0	5.0	1	16.0	9	0.0	234.0
61	149.0	39.0	45.0	1	0.0	67	79.0	297.0
62	273.0	11.0	34.0	1	16.0	39	187.0	422.0
63	142.0	89.0	21.0	1	16.0	63	172.0	391.0
64	17.0	56.0	13.0	1	0.0	8	16.0	234.0
65	19.0	77.0	11.0	1	0.0	59	78.0	313.0
66	17.0	23.0	5.0	1	0.0	32	15.0	218.0
67	10.0	98.0	12.0	1	0.0	31	62.0	297.0
68	55.0	89.0	11.0	1	16.0	44	109.0	328.0
69	23.0	70.0	8.0	1	0.0	38	63.0	297.0
70	47.0	5.0	9.0	1	0.0	20	16.0	235.0
71	11.0	42.0	10.0	1	0.0	32	32.0	250.0
72	373.0	256.0	71.0	1	63.0	644	1328.0	1609.0
73	242.0	8.0	29.0	1	0.0	36	156.0	391.0
74	10.0	38.0	7.0	1	0.0	51	31.0	250.0
75	45.0	21.0	8.0	1	0.0	308	156.0	359.0
76	22.0	139.0	7.0	1	16.0	36	94.0	328.0
77	47.0	15.0	9.0	1	16.0	20	16.0	250.0
78	53.0	6.0	5.0	1	0.0	30	31.0	266.0
79	9.0	32.0	7.0	1	0.0	47	31.0	250.0
80	27.0	171.0	24.0	1	0.0	106	281.0	516.0
81	65.0	21.0	5.0	1	0.0	37	47.0	265.0
82	13.0	59.0	7.0	1	0.0	19	32.0	250.0
83	566.0	551.0	175.0	2	328.0	457	1953.0	2532.0
84	108.0	121.0	79.0	1	15.0	87	94.0	328.0
85	116.0	161.0	43.0	1	0.0	310	687.0	922.0
86	107.0	104.0	16.0	1	0.0	14	62.0	297.0
87	240.0	289.0	61.0	1	32.0	15	125.0	406.0
88	48.0	25.0	18.0	1	16.0	46	47.0	281.0
89	72.0	7.0	9.0	1	0.0	18	32.0	250.0
90	6.0	51.0	6.0	1	16.0	16	16.0	250.0
91	11.0	25.0	7.0	1	16.0	33	16.0	250.0
92	43.0	43.0	7.0	1	0.0	61	78.0	297.0
93	44.0	13.0	6.0	1	0.0	47	31.0	250.0
94	13.0	44.0	7.0	1	0.0	35	31.0	266.0
95	54.0	9.0	6.0	1	0.0	26	31.0	250.0
96	33.0	8.0	9.0	1	15.0	16	16.0	250.0
97	21.0	6.0	5.0	1	0.0	42	16.0	234.0
98	78.0	18.0	5.0	1	16.0	35	62.0	297.0
99	6.0	56.0	11.0	1	16.0	36	31.0	266.0
100	258.0	96.0	45.0	1	15.0	81	188.0	422.0
101	63.0	70.0	35.0	1	15.0	135	94.0	328.0
102	116.0	100.0	24.0	1	0.0	68	204.0	437.0
103	38.0	29.0	17.0	1	0.0	18	32.0	250.0
104	30.0	44.0	19.0	1	0.0	27	32.0	250.0
105	75.0	72.0	31.0	1	16.0	287	265.0	516.0
106	28.0	92.0	14.0	1	0.0	18	47.0	281.0
107	17.0	55.0	7.0	1	16.0	48	47.0	281.0
108	41.0	4.0	7.0	1	15.0	10	16.0	250.0
109	3.0	52.0	8.0	1	0.0	10	15.0	235.0
110	18.0	52.0	12.0	1	16.0	23	15.0	250.0
111	72.0	64.0	25.0	1	0.0	14	31.0	250.0
112	20.0	72.0	9.0	1	0.0	36	46.0	281.0
113	66.0	18.0	9.0	1	16.0	50	47.0	281.0
114	40.0	97.0	40.0	1	15.0	43	94.0	329.0
115	13.0	31.0	5.0	1	15.0	16	0.0	234.0
116	6.0	49.0	5.0	1	0.0	51	47.0	281.0
117	96.0	136.0	20.0	1	16.0	45	109.0	375.0
118	63.0	81.0	17.0	1	0.0	78	78.0	297.0
119	16.0	87.0	9.0	1	16.0	34	47.0	281.0
120	5.0	61.0	5.0	1	16.0	44	47.0	297.0
121	23.0	5.0	7.0	1	16.0	56	16.0	250.0
122	28.0	213.0	10.0	1	16.0	71	234.0	485.0
123	121.0	21.0	31.0	1	0.0	20	62.0	281.0
124	37.0	159.0	17.0	1	16.0	13	62.0	297.0
125	98.0	9.0	5.0	1	16.0	35	62.0	297.0
126	310.0	256.0	187.0	5	63.0	233	344.0	656.0
127	50.0	7.0	5.0	1	0.0	132	94.0	312.0
128	73.0	5.0	5.0	1	0.0	9	31.0	250.0
129	14.0	111.0	13.0	1	0.0	14	46.0	266.0
130	261.0	383.0	49.0	1	47.0	495	3032.0	3297.0
131	33.0	102.0	17.0	1	0.0	32	78.0	297.0
132	5.0	30.0	5.0	1	0.0	36	15.0	234.0
133	39.0	39.0	10.0	1	0.0	30	31.0	266.0
134	7.0	8.0	4.0	1	15.0	4	0.0	218.0
135	62.0	247.0	11.0	1	0.0	19	125.0	360.0
136	83.0	54.0	19.0	1	16.0	117	93.0	328.0
137	33.0	5.0	7.0	1	0.0	56	31.0	250.0
138	4.0	41.0	5.0	1	0.0	14	16.0	234.0
139	7.0	41.0	5.0	1	15.0	18	16.0	235.0
140	110.0	18.0	29.0	1	16.0	19	46.0	265.0
141	40.0	79.0	42.0	2	15.0	63	47.0	282.0
142	41.0	25.0	25.0	1	0.0	21	32.0	265.0
143	74.0	196.0	13.0	1	16.0	128	234.0	469.0
144	16.0	43.0	5.0	1	0.0	14	31.0	250.0
145	19.0	11.0	8.0	1	0.0	38	16.0	234.0
146	77.0	63.0	31.0	1	15.0	43	78.0	313.0
147	58.0	19.0	10.0	1	16.0	51	47.0	281.0
148	6.0	57.0	5.0	1	0.0	18	32.0	250.0
149	64.0	98.0	16.0	1	16.0	103	63.0	297.0
150	23.0	56.0	10.0	1	0.0	51	62.0	297.0
151	3.0	47.0	5.0	1	16.0	11	15.0	250.0
152	143.0	258.0	112.0	1	31.0	456	454.0	703.0
153	136.0	115.0	59.0	1	16.0	147	140.0	391.0
154	18.0	21.0	7.0	1	0.0	7	0.0	234.0
155	167.0	168.0	87.0	1	32.0	183	250.0	500.0
156	78.0	9.0	5.0	1	16.0	55	78.0	313.0
157	76.0	5.0	7.0	1	0.0	46	47.0	265.0
158	82.0	5.0	9.0	1	0.0	37	47.0	282.0
159	56.0	6.0	9.0	1	15.0	23	16.0	250.0
160	51.0	5.0	7.0	1	0.0	56	47.0	281.0
161	12.0	71.0	7.0	1	16.0	359	343.0	578.0
162	76.0	4.0	5.0	1	15.0	36	47.0	281.0
163	31.0	63.0	23.0	1	16.0	69	47.0	281.0
164	50.0	51.0	9.0	1	16.0	103	63.0	297.0
165	56.0	115.0	34.0	1	16.0	86	172.0	406.0
166	3.0	25.0	11.0	1	0.0	6	15.0	219.0
167	16.0	23.0	5.0	1	0.0	15	16.0	250.0
168	42.0	50.0	19.0	1	16.0	223	94.0	328.0
169	30.0	12.0	5.0	1	0.0	97	31.0	266.0
170	68.0	56.0	36.0	1	0.0	155	93.0	312.0
171	20.0	35.0	16.0	1	0.0	6	16.0	235.0
172	27.0	53.0	9.0	1	0.0	16	15.0	250.0
173	10.0	54.0	9.0	1	16.0	16	15.0	250.0
174	4.0	32.0	5.0	1	0.0	14	16.0	234.0
175	10.0	38.0	9.0	1	0.0	36	31.0	266.0
176	86.0	85.0	72.0	1	16.0	102	125.0	359.0
177	164.0	88.0	45.0	1	16.0	475	281.0	516.0
178	101.0	96.0	73.0	1	16.0	324	203.0	437.0
179	91.0	197.0	27.0	1	15.0	149	438.0	672.0
180	28.0	25.0	11.0	1	0.0	13	15.0	235.0
181	33.0	29.0	5.0	1	16.0	10	15.0	250.0
182	29.0	6.0	5.0	1	0.0	36	16.0	234.0
183	29.0	6.0	5.0	1	0.0	52	31.0	266.0
184	29.0	5.0	5.0	1	0.0	38	31.0	234.0
185	30.0	6.0	5.0	1	0.0	53	31.0	250.0
186	33.0	14.0	6.0	1	16.0	11	0.0	235.0
187	75.0	39.0	12.0	1	0.0	104	172.0	390.0
188	14.0	43.0	13.0	1	16.0	8	0.0	235.0
189	26.0	79.0	15.0	1	15.0	62	32.0	265.0
190	7.0	45.0	15.0	1	0.0	30	31.0	250.0
191	19.0	50.0	7.0	1	16.0	62	47.0	281.0
192	7.0	57.0	9.0	1	0.0	33	47.0	281.0
193	7.0	44.0	5.0	1	0.0	85	62.0	282.0
194	25.0	5.0	7.0	1	0.0	35	16.0	250.0
195	40.0	5.0	15.0	1	0.0	23	16.0	250.0
196	55.0	6.0	7.0	1	0.0	14	16.0	250.0
197	13.0	41.0	9.0	1	0.0	39	32.0	265.0
198	8.0	21.0	5.0	1	16.0	13	0.0	235.0
199	16.0	66.0	8.0	1	16.0	14	31.0	250.0
200	43.0	5.0	9.0	1	16.0	9	15.0	250.0
201	52.0	29.0	24.0	1	0.0	117	78.0	297.0
202	94.0	96.0	38.0	1	0.0	601	454.0	687.0
203	66.0	46.0	14.0	1	16.0	172	109.0	344.0
204	50.0	4.0	6.0	1	16.0	36	15.0	250.0
205	36.0	14.0	12.0	1	16.0	41	15.0	250.0
206	13.0	66.0	10.0	1	16.0	29	31.0	266.0
207	37.0	16.0	15.0	1	15.0	38	16.0	234.0
208	64.0	66.0	33.0	1	0.0	80	78.0	313.0
209	11.0	40.0	5.0	1	0.0	16	15.0	234.0
210	28.0	33.0	25.0	1	0.0	6	15.0	234.0
211	3.0	23.0	6.0	1	16.0	6	0.0	235.0
212	4.0	32.0	5.0	1	15.0	6	0.0	234.0
213	6.0	27.0	5.0	1	16.0	9	0.0	234.0
214	27.0	19.0	5.0	1	0.0	15	16.0	250.0
215	25.0	75.0	14.0	1	0.0	37	46.0	266.0
216	40.0	4.0	5.0	1	0.0	14	16.0	234.0
217	61.0	71.0	26.0	1	15.0	100	157.0	391.0
218	98.0	131.0	13.0	1	16.0	105	141.0	375.0
219	63.0	7.0	11.0	1	0.0	44	32.0	250.0
220	57.0	8.0	11.0	1	0.0	29	31.0	266.0
221	215.0	160.0	138.0	1	31.0	262	328.0	594.0
222	216.0	124.0	15.0	1	0.0	78	343.0	562.0
223	428.0	305.0	121.0	2	110.0	1166	1797.0	2141.0
224	12.0	52.0	7.0	1	0.0	16	31.0	250.0
225	77.0	130.0	14.0	1	0.0	113	266.0	469.0
226	64.0	28.0	11.0	1	15.0	87	63.0	281.0
227	59.0	48.0	10.0	1	16.0	140	93.0	328.0
228	13.0	26.0	9.0	1	0.0	46	31.0	234.0
229	86.0	8.0	27.0	1	0.0	23	46.0	266.0
230	65.0	6.0	13.0	1	0.0	9	16.0	234.0
231	9.0	42.0	8.0	1	0.0	11	15.0	235.0
232	78.0	49.0	28.0	1	16.0	65	78.0	312.0
233	5.0	41.0	5.0	1	16.0	56	31.0	266.0
234	103.0	33.0	19.0	2	0.0	100	93.0	328.0
235	66.0	8.0	5.0	1	0.0	8	16.0	234.0
236	18.0	25.0	6.0	1	0.0	6	0.0	235.0
237	12.0	91.0	7.0	1	16.0	47	78.0	297.0
238	41.0	6.0	8.0	1	0.0	58	31.0	250.0
239	7.0	70.0	11.0	1	15.0	18	31.0	266.0
240	6.0	74.0	11.0	1	16.0	14	15.0	250.0
241	63.0	76.0	32.0	1	16.0	107	94.0	328.0
242	202.0	157.0	130.0	1	32.0	414	390.0	656.0
243	12.0	54.0	5.0	1	0.0	18	31.0	250.0
244	24.0	51.0	7.0	1	15.0	12	16.0	251.0
245	21.0	60.0	7.0	1	0.0	6	15.0	234.0
246	69.0	73.0	28.0	1	0.0	114	78.0	297.0
247	59.0	45.0	33.0	1	0.0	187	94.0	312.0
248	15.0	56.0	9.0	1	16.0	36	31.0	266.0
249	14.0	31.0	8.0	1	16.0	35	15.0	250.0
250	68.0	132.0	40.0	1	15.0	62	157.0	406.0
251	79.0	35.0	49.0	1	16.0	39	16.0	250.0
252	27.0	27.0	18.0	1	0.0	34	16.0	250.0
253	98.0	253.0	39.0	1	31.0	
